row_id concept1 concept1_nbr_inst concept1_nbr_unique_instances concept2 concept2_nbr_inst concept2_nbr_unique_instances inter_no_sameas inter_with_sameas union_no_sameas union_with_sameas jacc_no_sameas jacc_with_sameas isSubset_LOD isSubset_no_sameAs isSubset_with_sameas diff_with_sameas
161 http://umbel.org/umbel/sc/Village 5229 5229 http://sw.opencyc.org/2008/06/10/concept/en/Village 9 9 0 0 5238 5238 0.0 0.0 False False False 0
162 http://umbel.org/umbel/sc/ArtObject 5153 5153 http://sw.opencyc.org/2008/06/10/concept/en/ArtObject 3 3 0 0 5156 5156 0.0 0.0 False False False 0
163 http://dbpedia.org/ontology/Park 5026 4962 http://schema.org/Park 4870 4806 4870 4806 5026 4962 0.969 0.9686 False True True -0.04
164 http://purl.org/vocab/frbr/core#Work 4943 4943 http://purl.org/net/cito/Work 75 75 75 75 4943 4943 0.0152 0.0152 False True True 0
165 http://umbel.org/umbel/sc/Organization 4900 4900 http://sw.opencyc.org/2008/06/10/concept/en/Organization 781 781 0 0 5681 5681 0.0 0.0 False False False 0
166 http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/drugs 4772 4772 http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/drugs 4308 4082 0 51 9080 8803 0.0 0.0058 False False False 9999
167 http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/drugs 4772 4772 http://www4.wiwiss.fu-berlin.de/dailymed/vocab/resource/class/Offer 4308 4082 0 51 9080 8803 0.0 0.0058 False False False 9999
168 http://lsdis.cs.uga.edu/projects/semdis/opus#Book_Chapter 4718 4718 http://purl.org/net/nknouf/ns/bibtex#Inbook 11 11 0 0 4729 4729 0.0 0.0 False False False 0
169 http://umbel.org/umbel/sc/Entertainer 4612 4612 http://sw.opencyc.org/2008/06/10/concept/en/Entertainer 2 2 0 0 4614 4614 0.0 0.0 False False False 0
170 http://xmlns.com/foaf/0.1/Project 4484 4484 http://swrc.ontoware.org/ontology#Project 344 344 0 0 4828 4828 0.0 0.0 False False False 0
171 http://xmlns.com/foaf/0.1/Project 4484 4484 http://www.daml.org/tools/tools-ont#Project 1 1 0 0 4485 4485 0.0 0.0 False False False 0
172 http://xmlns.com/foaf/0.1/Project 4484 4484 http://swc.projects.semwebcentral.org/owl/gforge-ont#Project 161 161 0 0 4645 4645 0.0 0.0 True False False 0
173 http://xmlns.com/foaf/0.1/Project 4484 4484 http://rdf.geospecies.org/ont/geospecies#Project 2 2 0 0 4486 4486 0.0 0.0 False False False 0
174 http://schema.org/Hotel 4112 4089 http://dbpedia.org/ontology/Hotel 4112 4089 4112 4089 4112 4089 1.0 1.0 False True True 0
175 http://web.resource.org/cc/Work 4017 4017 http://creativecommons.org/ns#Work 945 945 0 0 4962 4962 0.0 0.0 False False False 0
176 http://dbpedia.org/ontology/Activity 3848 3567 http://www.ontologydesignpatterns.org/ont/d0.owl#Activity 1909 1909 1909 1909 3848 3567 0.4961 0.5352 False True True 7.88
177 http://umbel.org/umbel/sc/Municipality 3520 3520 http://sw.opencyc.org/2008/06/10/concept/en/Municipality 1 1 0 0 3521 3521 0.0 0.0 False False False 0
178 http://sw.opencyc.org/2008/06/10/concept/en/TemporalObjectType 3426 3426 http://umbel.org/umbel/ac/TemporalObjectType 725 725 0 0 4151 4151 0.0 0.0 False False False 0
179 http://schema.org/Library 3392 3341 http://dbpedia.org/ontology/Library 3392 3341 3392 3341 3392 3341 1.0 1.0 False True True 0
180 http://umbel.org/umbel/sc/Town 3311 3311 http://sw.opencyc.org/2008/06/10/concept/en/Town 1 1 0 0 3312 3312 0.0 0.0 False False False 0
181 http://umbel.org/umbel/sc/ControlledLand 3283 3283 http://sw.opencyc.org/2008/06/10/concept/en/ControlledLand 9 9 0 0 3292 3292 0.0 0.0 False False False 0
182 http://umbel.org/umbel/sc/Business 3088 3088 http://sw.opencyc.org/2008/06/10/concept/en/Business 58 58 0 0 3146 3146 0.0 0.0 False False False 0
183 http://sw.opencyc.org/2008/06/10/concept/en/GeopoliticalRegion 3044 3044 http://umbel.org/umbel/sc/GeopoliticalRegion 7 7 0 0 3051 3051 0.0 0.0 False False False 0
184 http://sw.opencyc.org/2008/06/10/concept/en/County 3012 3012 http://umbel.org/umbel/sc/County 322 322 0 0 3334 3334 0.0 0.0 False False False 0
185 http://www.aktors.org/ontology/portal#Publishing-House 2760 2760 http://lsdis.cs.uga.edu/projects/semdis/opus#Publishing_Organization 331 331 0 0 3091 3091 0.0 0.0 False False False 0
186 http://swat.cse.lehigh.edu/resources/onto/university.owl#University 2666 2666 http://swat.cse.lehigh.edu/resources/onto/aigp.owl#University 495 495 0 0 3161 3161 0.0 0.0 False False False 0
187 http://schema.org/Restaurant 2633 2579 http://dbpedia.org/ontology/Restaurant 2633 2579 2633 2579 2633 2579 1.0 1.0 False True True 0
188 http://sw.opencyc.org/2008/06/10/concept/en/ObjectType 2618 2618 http://umbel.org/umbel/ac/ObjectType 888 888 0 0 3506 3506 0.0 0.0 False False False 0
189 http://sw.opencyc.org/2008/06/10/concept/en/TemporalStuffType 2399 2399 http://umbel.org/umbel/ac/TemporalStuffType 971 971 0 0 3370 3370 0.0 0.0 False False False 0
190 http://moat-project.org/ns#Tag 2376 2376 http://ontologies.ezweb.morfeo-project.org/eztag/ns#Tag 1 1 0 0 2377 2377 0.0 0.0 False False False 0
191 http://www.holygoat.co.uk/owl/redwood/0.1/tags/Tagging 2364 2364 http://bioinfo.icapture.ubc.ca/Resources/SemanticTagging/Tagging 1 1 0 0 2365 2365 0.0 0.0 False False False 0
192 http://umbel.org/umbel/sc/Leader 2306 2306 http://sw.opencyc.org/2008/06/10/concept/en/Leader 3 3 0 0 2309 2309 0.0 0.0 False False False 0
193 http://www.w3.org/2004/02/skos/core#ConceptScheme 2145 2141 http://agrowiki.org/agrowiki/?title=Special:URIResolver/Category-3ASKOS_Concept_Scheme(ConceptScheme) 13 13 0 0 2158 2154 0.0 0.0 False False False 0
194 http://umbel.org/umbel/sc/Ground 2116 2116 http://sw.opencyc.org/2008/06/10/concept/en/Ground 1 1 0 0 2117 2117 0.0 0.0 False False False 0
195 http://umbel.org/umbel/sc/HistoricalNarrative 1866 1866 http://sw.opencyc.org/2008/06/10/concept/en/HistoricalNarrative 1 1 0 0 1867 1867 0.0 0.0 False False False 0
196 http://purl.org/goodrelations/v1#Location 1492 1492 http://purl.org/goodrelations/v1#LocationOfSalesOrServiceProvisioning 1456 1456 0 0 2948 2948 0.0 0.0 False False False 0
197 http://dbpedia.org/ontology/Cave 1360 1360 http://linkedgeodata.org/ontology/Cave 23 23 0 0 1383 1383 0.0 0.0 False False False 0
198 http://umbel.org/umbel/sc/FictionalCharacter 1358 1358 http://sw.opencyc.org/2008/06/10/concept/en/FictionalCharacter 88 88 0 0 1446 1446 0.0 0.0 False False False 0
199 http://lsdis.cs.uga.edu/projects/semdis/opus#Book 1335 1335 http://purl.org/net/nknouf/ns/bibtex#Book 856 856 0 0 2191 2191 0.0 0.0 False False False 0
200 http://umbel.org/umbel/sc/Painting_ArtForm 1290 1290 http://sw.opencyc.org/2008/06/10/concept/en/Painting_ArtForm 3 3 0 0 1293 1293 0.0 0.0 False False False 0
201 http://umbel.org/umbel/sc/PublishedMaterial 1080 1080 http://sw.opencyc.org/2008/06/10/concept/en/PublishedMaterial 22 20 0 0 1102 1100 0.0 0.0 False False False 0
202 http://purl.org/ontology/po/Broadcast 1067 1067 http://umbel.org/umbel/sc/Broadcasting 139 139 0 0 1206 1206 0.0 0.0 False False False 0
203 http://lsdis.cs.uga.edu/projects/semdis/opus#University 1067 1067 http://www.aktors.org/ontology/portal#University 232 232 0 0 1299 1299 0.0 0.0 False False False 0
204 http://lsdis.cs.uga.edu/projects/semdis/opus#University 1067 1067 http://swrc.ontoware.org/ontology#University 229 229 0 0 1296 1296 0.0 0.0 False False False 0
205 http://umbel.org/umbel/sc/River 1044 1044 http://sw.opencyc.org/2008/06/10/concept/en/River 181 181 0 0 1225 1225 0.0 0.0 False False False 0
206 http://sw.opencyc.org/2008/06/10/concept/en/BiologicalSpecies 1027 1027 http://umbel.org/umbel/ac/BiologicalSpecies 160 160 0 0 1187 1187 0.0 0.0 False False False 0
207 http://umbel.org/umbel/sc/EducationalOrganization 956 956 http://sw.opencyc.org/2008/06/10/concept/en/EducationalOrganization 78 78 0 0 1034 1034 0.0 0.0 False False False 0
208 http://www.w3.org/2003/01/geo/wgs84_pos#Feature 936 936 http://purl.org/ontology/po/Place 26 26 0 0 962 962 0.0 0.0 False False False 0
209 http://sw.opencyc.org/2008/06/10/concept/en/PeriodicalSeries 905 905 http://umbel.org/umbel/sc/PeriodicalSeries 89 89 0 0 994 994 0.0 0.0 False False False 0
210 http://umbel.org/umbel/sc/Athlete 892 892 http://sw.opencyc.org/2008/06/10/concept/en/Athlete 5 5 0 0 897 897 0.0 0.0 False False False 0
211 http://www.aktors.org/ontology/portal#Country 864 864 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 0 0 1586 1586 0.0 0.0 False False False 0
212 http://umbel.org/umbel/sc/Automobile 839 839 http://sw.opencyc.org/2008/06/10/concept/en/Automobile 1 1 0 0 840 840 0.0 0.0 False False False 0
213 http://umbel.org/umbel/sc/IndependentCountry 830 830 http://sw.opencyc.org/2008/06/10/concept/en/IndependentCountry 148 144 0 17 978 957 0.0 0.0178 False False False 9999
214 http://umbel.org/umbel/sc/Island 817 817 http://sw.opencyc.org/2008/06/10/concept/en/Island 224 224 0 0 1041 1041 0.0 0.0 False False False 0
215 http://umbel.org/umbel/sc/BodyOfWater 768 768 http://sw.opencyc.org/2008/06/10/concept/en/BodyOfWater 1 1 0 0 769 769 0.0 0.0 False False False 0
216 http://dbpedia.org/ontology/SkiArea 761 761 http://schema.org/SkiResort 650 650 650 650 761 761 0.8541 0.8541 False True True 0
217 http://www.geonames.org/ontology#Country 760 760 http://umbel.org/umbel/sc/Country 11 11 0 0 771 771 0.0 0.0 False False False 0
218 http://www.geonames.org/ontology#Country 760 760 http://psi.oasis-open.org/iso/3166/#country 240 240 0 0 1000 1000 0.0 0.0 False False False 0
219 http://umbel.org/umbel/sc/SchoolInstitution 759 759 http://sw.opencyc.org/2008/06/10/concept/en/SchoolInstitution 6 6 0 0 765 765 0.0 0.0 False False False 0
220 http://dbpedia.org/ontology/Canal 726 699 http://schema.org/Canal 716 689 716 689 726 699 0.9862 0.9857 False True True -0.05
221 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://lsdis.cs.uga.edu/proj/semdis/draft.txt#Country 4 4 0 0 726 726 0.0 0.0 False False False 0
222 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://daml.umbc.edu/ontologies/cobra/0.4/space-basic#Country 1 1 0 0 723 723 0.0 0.0 False False False 0
223 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://www.csd.abdn.ac.uk/~cmckenzi/playpen/rdf/akt_ontology_LITE.owl#Country 4 4 0 0 726 726 0.0 0.0 False False False 0
224 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://www.daml.org/2002/03/tutorial/bushes#Country 2 2 0 0 724 724 0.0 0.0 False False False 0
225 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://www.daml.org/2001/09/countries/fips-10-4-ont#Country 391 391 0 0 1113 1113 0.0 0.0 False False False 0
226 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://www.daml.org/2003/06/ruletests/ocean-ont#Country 1 1 0 0 723 723 0.0 0.0 False False False 0
227 http://www.daml.org/2001/09/countries/iso-3166-ont#Country 722 722 http://www.mindswap.org/2004/terrorOnt.owl#Country 16 16 0 0 738 738 0.0 0.0 False False False 0
228 http://umbel.org/umbel/sc/LandTopographicalFeature 717 717 http://sw.opencyc.org/2008/06/10/concept/en/LandTopographicalFeature 2 2 0 0 719 719 0.0 0.0 False False False 0
229 http://www.daml.org/2001/10/agenda/agenda-ont#Speaker 661 661 http://www.daml.org/researchers-ont#Person 402 402 0 0 1063 1063 0.0 0.0 False False False 0
230 http://umbel.org/umbel/sc/RailroadStation 634 634 http://sw.opencyc.org/2008/06/10/concept/en/RailroadStation 2 2 0 0 636 636 0.0 0.0 False False False 0
231 http://umbel.org/umbel/sc/SportsCoach 630 630 http://sw.opencyc.org/2008/06/10/concept/en/SportsCoach 1 1 0 0 631 631 0.0 0.0 False False False 0
232 http://umbel.org/umbel/sc/Lake 611 611 http://sw.opencyc.org/2008/06/10/concept/en/Lake 1 1 0 0 612 612 0.0 0.0 False False False 0
233 http://www.articlestoreprint.net:8080/vocab/resource/Tag 609 609 http://rdfs.org/sioc/types#Tag 106 106 0 0 715 715 0.0 0.0 False False False 0
234 http://umbel.org/umbel/sc/Bird 600 600 http://sw.opencyc.org/2008/06/10/concept/en/Bird 4 4 0 0 604 604 0.0 0.0 False False False 0
235 http://www.aktors.org/ontology/portal#PhD-Student 595 595 http://swrc.ontoware.org/ontology#PhDStudent 112 112 0 0 707 707 0.0 0.0 False False False 0
236 http://sw.opencyc.org/2008/06/10/concept/en/Province 593 591 http://umbel.org/umbel/sc/Province 96 96 0 6 689 681 0.0 0.0088 False False False 9999
237 http://umbel.org/umbel/sc/Association 582 582 http://sw.opencyc.org/2008/06/10/concept/en/Association 11 11 0 0 593 593 0.0 0.0 False False False 0
238 http://sw.opencyc.org/2008/06/10/concept/en/ChemicalCompoundTypeByChemicalSpecies 560 560 http://umbel.org/umbel/ac/ChemicalCompoundTypeByChemicalSpecies 253 253 0 0 813 813 0.0 0.0 False False False 0
239 http://purl.obolibrary.org/obo/UBERON_0002203 541 541 http://purl.obolibrary.org/obo/UBERON_0002049 541 541 541 541 541 541 1.0 1.0 False True True 0
240 http://umbel.org/umbel/sc/Stadium 536 536 http://sw.opencyc.org/2008/06/10/concept/en/Stadium 3 3 0 0 539 539 0.0 0.0 False False False 0
241 http://creativecommons.org/ns#License 518 518 http://web.resource.org/cc/License 90 90 67 67 541 541 0.1238 0.1238 False False False 0
242 http://schema.org/Sculpture 513 496 http://dbpedia.org/ontology/Sculpture 513 496 513 496 513 496 1.0 1.0 False True True 0
243 http://umbel.org/umbel/sc/FieldOfStudy 474 474 http://sw.opencyc.org/2008/06/10/concept/en/FieldOfStudy 288 288 0 0 762 762 0.0 0.0 False False False 0
244 http://umbel.org/umbel/sc/ManufacturingOrganization 470 470 http://sw.opencyc.org/2008/06/10/concept/en/ManufacturingOrganization 5 5 0 0 475 475 0.0 0.0 False False False 0
245 http://umbel.org/umbel/sc/Minister 430 430 http://sw.opencyc.org/2008/06/10/concept/en/Minister 1 1 0 0 431 431 0.0 0.0 False False False 0
246 http://umbel.org/umbel/sc/PhysicalDevice 409 409 http://sw.opencyc.org/2008/06/10/concept/en/PhysicalDevice 1 1 0 0 410 410 0.0 0.0 False False False 0
247 http://umbel.org/umbel/sc/Mammal 386 386 http://sw.opencyc.org/2008/06/10/concept/en/Mammal 1 1 0 0 387 387 0.0 0.0 False False False 0
248 http://sw.opencyc.org/2008/06/10/concept/en/ProcessType 375 375 http://umbel.org/umbel/ac/ProcessType 114 114 0 0 489 489 0.0 0.0 False False False 0
249 http://umbel.org/umbel/sc/Sculpture 363 363 http://sw.opencyc.org/2008/06/10/concept/en/Sculpture 2 2 0 0 365 365 0.0 0.0 False False False 0
250 http://bio2rdf.org/uniprot_resource:Taxon 363 363 http://lod.taxonconcept.org/ontology/txn.owl#Bio2RDFTaxon 2 2 2 2 363 363 0.0055 0.0055 False True True 0
251 http://umbel.org/umbel/sc/FamousHuman 352 352 http://sw.opencyc.org/2008/06/10/concept/en/FamousHuman 2 2 0 0 354 354 0.0 0.0 False False False 0
252 http://umbel.org/umbel/sc/PoliticalParty 351 351 http://sw.opencyc.org/2008/06/10/concept/en/PoliticalParty 30 30 0 0 381 381 0.0 0.0 False False False 0
253 http://umbel.org/umbel/sc/Park 347 347 http://sw.opencyc.org/2008/06/10/concept/en/Park 3 3 0 0 350 350 0.0 0.0 False False False 0
254 http://schema.org/SeaBodyOfWater 339 321 http://dbpedia.org/ontology/Sea 339 321 339 321 339 321 1.0 1.0 False True True 0
255 http://oiled.man.example.net/test#Unsatisfiable 336 336 http://www.w3.org/2002/07/owl#Nothing 8 8 0 0 344 344 0.0 0.0 False False False 0
256 http://sw.opencyc.org/2008/06/10/concept/en/AnimalBodyPartType 324 324 http://umbel.org/umbel/ac/AnimalBodyPartType 315 315 0 0 639 639 0.0 0.0 False False False 0
257 http://umbel.org/umbel/sc/Event 320 320 http://sw.opencyc.org/2008/06/10/concept/en/Event 7 7 0 0 327 327 0.0 0.0 False False False 0
258 http://umbel.org/umbel/sc/Neighborhood 309 309 http://sw.opencyc.org/2008/06/10/concept/en/Neighborhood 14 14 0 0 323 323 0.0 0.0 False False False 0
259 http://umbel.org/umbel/sc/Star 298 298 http://sw.opencyc.org/2008/06/10/concept/en/Star 19 19 0 0 317 317 0.0 0.0 False False False 0
260 http://sw.opencyc.org/2008/06/10/concept/en/MilitaryOrganizationConcept 297 297 http://umbel.org/umbel/ac/MilitaryOrganizationConcept 59 59 0 0 356 356 0.0 0.0 False False False 0
261 http://sw.opencyc.org/2008/06/10/concept/en/ArtifactTypeByFunction 297 297 http://umbel.org/umbel/ac/ArtifactTypeByFunction 270 270 0 0 567 567 0.0 0.0 False False False 0
262 http://umbel.org/umbel/sc/ScientificFieldOfStudy 295 295 http://sw.opencyc.org/2008/06/10/concept/en/ScientificFieldOfStudy 203 202 0 1 498 496 0.0 0.002 False False False 9999
263 http://umbel.org/umbel/sc/Highway 286 286 http://sw.opencyc.org/2008/06/10/concept/en/Highway 2 2 0 0 288 288 0.0 0.0 False False False 0
264 http://umbel.org/umbel/sc/SportsLeague 283 283 http://sw.opencyc.org/2008/06/10/concept/en/SportsLeague 119 119 0 0 402 402 0.0 0.0 False False False 0
265 http://sw.opencyc.org/2008/06/10/concept/en/AccomplishmentType 280 280 http://umbel.org/umbel/ac/AccomplishmentType 40 40 0 0 320 320 0.0 0.0 False False False 0
266 http://sw.opencyc.org/2008/06/10/concept/en/CollectionType 279 279 http://umbel.org/umbel/ac/CollectionType 41 41 0 0 320 320 0.0 0.0 False False False 0
267 http://umbel.org/umbel/sc/CapitalCityOfRegion 273 273 http://sw.opencyc.org/2008/06/10/concept/en/CapitalCityOfRegion 223 223 0 0 496 496 0.0 0.0 False False False 0
268 http://umbel.org/umbel/sc/Volcano 268 268 http://sw.opencyc.org/2008/06/10/concept/en/Volcano 4 4 0 0 272 272 0.0 0.0 False False False 0
269 http://sw.opencyc.org/2008/06/10/concept/en/DurativeEventType 267 267 http://umbel.org/umbel/ac/DurativeEventType 36 36 0 0 303 303 0.0 0.0 False False False 0
270 http://umbel.org/umbel/sc/Architect 245 245 http://sw.opencyc.org/2008/06/10/concept/en/Architect 5 5 0 0 250 250 0.0 0.0 False False False 0
271 http://umbel.org/umbel/sc/Engineer 239 239 http://sw.opencyc.org/2008/06/10/concept/en/Engineer 2 2 0 0 241 241 0.0 0.0 False False False 0
272 http://umbel.org/umbel/sc/Bridge 237 237 http://sw.opencyc.org/2008/06/10/concept/en/Bridge 6 6 0 0 243 243 0.0 0.0 False False False 0
273 http://www.aktors.org/ontology/portal#University 232 232 http://daml.umbc.edu/ontologies/cobra/0.4/space-basic#University 2 2 0 0 234 234 0.0 0.0 False False False 0
274 http://umbel.org/umbel/sc/NewspaperSeries 231 231 http://sw.opencyc.org/2008/06/10/concept/en/NewspaperSeries 89 89 0 0 320 320 0.0 0.0 False False False 0
275 http://linkedgeodata.org/ontology/Country 229 229 http://rdf.geospecies.org/ont/geospecies#Country 4 4 0 0 233 233 0.0 0.0 False False False 0
276 http://linkedgeodata.org/ontology/Country 229 229 http://rdf.insee.fr/geo/Pays 1 1 0 0 230 230 0.0 0.0 False False False 0
277 http://sw.opencyc.org/2008/06/10/concept/en/BiologicalSubspecies 225 225 http://umbel.org/umbel/ac/BiologicalSubspecies 146 146 0 0 371 371 0.0 0.0 False False False 0
278 http://umbel.org/umbel/sc/Planet 215 215 http://sw.opencyc.org/2008/06/10/concept/en/Planet 2 2 0 0 217 217 0.0 0.0 False False False 0
279 http://umbel.org/umbel/sc/MagazineSeries 213 213 http://purl.org/ontology/bibo/Magazine 3 3 0 0 216 216 0.0 0.0 False False False 0
280 http://umbel.org/umbel/sc/MagazineSeries 213 213 http://sw.opencyc.org/2008/06/10/concept/en/MagazineSeries 135 135 0 0 348 348 0.0 0.0 False False False 0
281 http://aims.fao.org/aos/geopolitical.owl#self_governing 213 213 http://vivoweb.org/ontology/core#Country 212 212 212 212 213 213 0.9953 0.9953 False True True 0
282 http://umbel.org/umbel/sc/Building 194 194 http://sw.opencyc.org/2008/06/10/concept/en/Building 21 21 0 0 215 215 0.0 0.0 False False False 0
283 http://sw.opencyc.org/2008/06/10/concept/en/MereotopologyConcept 194 194 http://umbel.org/umbel/ac/MereotopologyConcept 71 71 0 0 265 265 0.0 0.0 False False False 0
284 http://sw.opencyc.org/2008/06/10/concept/en/CartographicFeatureType 194 194 http://umbel.org/umbel/ac/CartographicFeatureType 84 84 0 0 278 278 0.0 0.0 False False False 0
285 http://umbel.org/umbel/sc/Astronomer 192 192 http://sw.opencyc.org/2008/06/10/concept/en/Astronomer 2 2 0 0 194 194 0.0 0.0 False False False 0
286 http://data.linkedct.org/vocab/resource/country 190 190 http://umbel.org/umbel/sc/Country 11 11 0 0 201 201 0.0 0.0 False False False 0
287 http://umbel.org/umbel/sc/Engine 186 186 http://sw.opencyc.org/2008/06/10/concept/en/Engine 1 1 0 0 187 187 0.0 0.0 False False False 0
288 http://sw.opencyc.org/2008/06/10/concept/en/GeopoliticalEntity 174 174 http://umbel.org/umbel/sc/GeopoliticalEntity 136 136 0 0 310 310 0.0 0.0 False False False 0
289 http://umbel.org/umbel/sc/Criminal 167 167 http://sw.opencyc.org/2008/06/10/concept/en/Criminal 1 1 0 0 168 168 0.0 0.0 False False False 0
290 http://sw.opencyc.org/2008/06/10/concept/en/Thing 167 167 http://umbel.org/umbel/ac/Thing 52 52 0 0 219 219 0.0 0.0 False False False 0
291 http://umbel.org/umbel/sc/Specification 165 165 http://sw.opencyc.org/2008/06/10/concept/en/Specification 13 13 0 0 178 178 0.0 0.0 False False False 0
292 http://umbel.org/umbel/sc/ProperNameString 162 162 http://sw.opencyc.org/2008/06/10/concept/en/ProperNameString 2 2 0 0 164 164 0.0 0.0 False False False 0
293 http://umbel.org/umbel/sc/RailwayOrganization 144 144 http://sw.opencyc.org/2008/06/10/concept/en/RailwayOrganization 1 1 0 0 145 145 0.0 0.0 False False False 0
294 http://sw.opencyc.org/2008/06/10/concept/en/SetOrCollectionType 144 144 http://umbel.org/umbel/ac/SetOrCollectionType 2 2 0 0 146 146 0.0 0.0 False False False 0
295 http://umbel.org/umbel/sc/HillRange 141 141 http://sw.opencyc.org/2008/06/10/concept/en/HillRange 1 1 0 0 142 142 0.0 0.0 False False False 0
296 http://sw.opencyc.org/2008/06/10/concept/en/BuildingConcept 140 140 http://umbel.org/umbel/ac/BuildingConcept 98 98 0 0 238 238 0.0 0.0 False False False 0
297 http://sw.opencyc.org/2008/06/10/concept/en/ProductTypeByBrand 134 134 http://umbel.org/umbel/ac/ProductTypeByBrand 17 17 0 0 151 151 0.0 0.0 False False False 0
298 http://umbel.org/umbel/sc/Department 127 127 http://sw.opencyc.org/2008/06/10/concept/en/Department 4 4 0 0 131 131 0.0 0.0 False False False 0
299 http://sw.opencyc.org/2008/06/10/concept/en/BiologicalGenus 127 127 http://umbel.org/umbel/sc/BiologicalGenus 34 34 0 0 161 161 0.0 0.0 False False False 0
300 http://counterterror.mindswap.org/2005/terrorism.owl#Event 124 124 http://counterterror.mindswap.org/2005/terrorism.owl#Moment 26 26 3 3 147 147 0.0204 0.0204 False False False 0
301 http://sw.opencyc.org/2008/06/10/concept/en/WritingSystem 119 119 http://umbel.org/umbel/sc/WritingSystem 12 12 0 0 131 131 0.0 0.0 False False False 0
302 http://oiled.man.example.net/test#Satisfiable 119 119 http://www.w3.org/2002/07/owl#Nothing 8 8 0 0 127 127 0.0 0.0 False False False 0
303 http://sw.opencyc.org/2008/06/10/concept/en/UnitOfMeasureConcept 116 116 http://umbel.org/umbel/ac/UnitOfMeasureConcept 69 69 0 2 185 183 0.0 0.0109 False False False 9999
304 http://umbel.org/umbel/sc/Chemist 115 115 http://sw.opencyc.org/2008/06/10/concept/en/Chemist 2 2 0 0 117 117 0.0 0.0 False False False 0
305 http://sw.opencyc.org/2008/06/10/concept/en/WaterBodyConcept 113 113 http://umbel.org/umbel/ac/WaterBodyConcept 68 68 0 0 181 181 0.0 0.0 False False False 0
306 http://sw.opencyc.org/2008/06/10/concept/en/OrganizationTypeByActivityType 112 112 http://umbel.org/umbel/ac/OrganizationTypeByActivityType 101 101 0 0 213 213 0.0 0.0 False False False 0
307 http://umbel.org/umbel/sc/Astronaut 107 107 http://sw.opencyc.org/2008/06/10/concept/en/Astronaut 3 3 0 0 110 110 0.0 0.0 False False False 0
308 http://sw.opencyc.org/2008/06/10/concept/en/BiologicalTaxon 105 105 http://umbel.org/umbel/ac/BiologicalTaxon 78 78 0 0 183 183 0.0 0.0 False False False 0
309 http://purl.org/net/nknouf/ns/bibtex#Phdthesis 105 105 http://lsdis.cs.uga.edu/projects/semdis/opus#Doctoral_Dissertation 90 90 0 0 195 195 0.0 0.0 False False False 0
310 http://umbel.org/umbel/sc/Tower 104 104 http://sw.opencyc.org/2008/06/10/concept/en/Tower 6 6 0 0 110 110 0.0 0.0 False False False 0
311 http://umbel.org/umbel/sc/OperatingSystem 104 104 http://sw.opencyc.org/2008/06/10/concept/en/OperatingSystem 75 75 0 0 179 179 0.0 0.0 False False False 0
312 http://umbel.org/umbel/sc/God 104 104 http://sw.opencyc.org/2008/06/10/concept/en/God 45 45 0 0 149 149 0.0 0.0 False False False 0
313 http://umbel.org/umbel/sc/CameraOperator 104 104 http://sw.opencyc.org/2008/06/10/concept/en/CameraOperator 1 1 0 0 105 105 0.0 0.0 False False False 0
314 http://sw.opencyc.org/2008/06/10/concept/en/TerrainConcept 104 104 http://umbel.org/umbel/ac/TerrainConcept 65 65 0 0 169 169 0.0 0.0 False False False 0
315 http://sw.opencyc.org/2008/06/10/concept/en/IndustrialConcept 104 104 http://umbel.org/umbel/ac/IndustrialConcept 80 80 0 0 184 184 0.0 0.0 False False False 0
316 http://sw.opencyc.org/2008/06/10/concept/en/ProductTypeByMarketCategory 103 103 http://umbel.org/umbel/ac/ProductTypeByMarketCategory 36 36 0 0 139 139 0.0 0.0 False False False 0
317 http://sw.opencyc.org/2008/06/10/concept/en/BaseballPlayer 99 99 http://umbel.org/umbel/sc/BaseballPlayer 60 60 0 0 159 159 0.0 0.0 False False False 0
318 http://sw.opencyc.org/2008/06/10/concept/en/EventOrRoleConcept 99 99 http://umbel.org/umbel/ac/EventOrRoleConcept 14 14 0 0 113 113 0.0 0.0 False False False 0
319 http://sw.opencyc.org/2008/06/10/concept/en/SurfaceGeometryConcept 97 97 http://umbel.org/umbel/ac/SurfaceGeometryConcept 41 41 0 0 138 138 0.0 0.0 False False False 0
320 http://umbel.org/umbel/sc/MilitaryOperation 95 95 http://sw.opencyc.org/2008/06/10/concept/en/MilitaryOperation 3 3 0 0 98 98 0.0 0.0 False False False 0
321 http://sw.opencyc.org/2008/06/10/concept/en/Transportation_Topic 95 95 http://umbel.org/umbel/ac/Transportation_Topic 72 72 0 0 167 167 0.0 0.0 False False False 0
322 http://sw.opencyc.org/2008/06/10/concept/en/OrganizationType 94 94 http://umbel.org/umbel/ac/OrganizationType 15 15 0 0 109 109 0.0 0.0 False False False 0
