concept_id;concept_uri;nb_instances;inference;comment
1318;http://lsdis.cs.uga.edu/proj/semdis/draft.txt#City;2;(no;inf)
1318;http://lsdis.cs.uga.edu/proj/semdis/draft.txt#City;2;(with;inf)
1321;http://www.mindswap.org/2004/www04photo.owl#Person;2;(no;inf)
1321;http://www.mindswap.org/2004/www04photo.owl#Person;2;(with;inf)
1327;http://www.w3.org/2002/03owlt/Ontology/premises001#Car;2;(no;inf)
1327;http://www.w3.org/2002/03owlt/Ontology/premises001#Car;2;(with;inf)
1328;http://www.w3.org/2002/03owlt/Ontology/premises001#Automobile;2;(no;inf)
1328;http://www.w3.org/2002/03owlt/Ontology/premises001#Automobile;2;(with;inf)
1329;http://www.w3.org/2002/03owlt/Ontology/premises002#Car;2;(no;inf)
1329;http://www.w3.org/2002/03owlt/Ontology/premises002#Car;2;(with;inf)
1330;http://www.w3.org/2002/03owlt/Ontology/premises002#Automobile;2;(no;inf)
1330;http://www.w3.org/2002/03owlt/Ontology/premises002#Automobile;2;(with;inf)
1331;http://www.w3.org/2002/03owlt/Ontology/premises003#Car;2;(no;inf)
1331;http://www.w3.org/2002/03owlt/Ontology/premises003#Car;2;(with;inf)
1332;http://www.w3.org/2002/03owlt/Ontology/premises003#Automobile;2;(no;inf)
1332;http://www.w3.org/2002/03owlt/Ontology/premises003#Automobile;2;(with;inf)
1333;http://www.w3.org/2002/03owlt/Ontology/premises004#Car;2;(no;inf)
1333;http://www.w3.org/2002/03owlt/Ontology/premises004#Car;2;(with;inf)
1334;http://www.w3.org/2002/03owlt/Ontology/premises004#Automobile;2;(no;inf)
1334;http://www.w3.org/2002/03owlt/Ontology/premises004#Automobile;2;(with;inf)
