concept_id;concept_uri;nb_instances;inference;comment
1325;http://www.w3.org/2000/01/rdf-schema#Class;469396087;(with;inf)
1326;http://www.w3.org/2002/07/owl#Class;469396087;(with;inf)
1337;http://www.w3.org/2002/07/owl#Thing;469396087;(with;inf)
1289;http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing;218373742;(with;inf)
228;http://xmlns.com/foaf/0.1/Agent;138841385;(with;inf)
266;http://www.w3.org/2000/10/swap/pim/contact#Person;133379723;(with;inf)
114;http://xmlns.com/foaf/0.1/Person;133365843;(with;inf)
114;http://xmlns.com/foaf/0.1/Person;132919327;(no;inf)
162;http://xmlns.com/foaf/0.1/Document;53646949;(with;inf)
1302;http://geovocab.org/spatial#Feature;30485678;(no;inf)
1302;http://geovocab.org/spatial#Feature;30485678;(with;inf)
252;http://purl.org/ontology/bibo/Document;29310220;(with;inf)
44;http://purl.org/ontology/bibo/Book;27149348;(with;inf)
44;http://purl.org/ontology/bibo/Book;27145467;(no;inf)
162;http://xmlns.com/foaf/0.1/Document;23789671;(no;inf)
20;http://www.w3.org/2004/02/skos/core#Concept;21594986;(with;inf)
1337;http://www.w3.org/2002/07/owl#Thing;19585983;(no;inf)
1289;http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing;17278700;(no;inf)
243;http://purl.org/rss/1.0/item;16370239;(no;inf)
243;http://purl.org/rss/1.0/item;16370239;(with;inf)
116;http://schema.org/Place;14818944;(with;inf)
1301;http://www.geonames.org/ontology#Feature;12553591;(with;inf)
20;http://www.w3.org/2004/02/skos/core#Concept;11290130;(no;inf)
1353;http://www.aktors.org/ontology/portal#Person;9414915;(with;inf)
1353;http://www.aktors.org/ontology/portal#Person;7971173;(no;inf)
1301;http://www.geonames.org/ontology#Feature;7511689;(no;inf)
18;http://xmlns.com/foaf/0.1/Organization;7508368;(with;inf)
31;http://dbpedia.org/ontology/Agent;7404211;(with;inf)
1340;http://www.w3.org/ns/org#Organization;7197490;(with;inf)
31;http://dbpedia.org/ontology/Agent;7073693;(no;inf)
109;http://dbpedia.org/ontology/Person;6572380;(with;inf)
109;http://dbpedia.org/ontology/Person;6568866;(no;inf)
252;http://purl.org/ontology/bibo/Document;6371138;(no;inf)
110;http://schema.org/Person;6287617;(no;inf)
110;http://schema.org/Person;6287617;(with;inf)
171;http://purl.org/NET/c4dm/event.owl#Event;4895955;(with;inf)
32;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;4765314;(with;inf)
115;http://dbpedia.org/ontology/Place;4613844;(with;inf)
115;http://dbpedia.org/ontology/Place;4608221;(no;inf)
32;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;4572769;(no;inf)
116;http://schema.org/Place;4452038;(no;inf)
113;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson;4359740;(with;inf)
113;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson;4222256;(no;inf)
118;http://dbpedia.org/ontology/PopulatedPlace;3143277;(with;inf)
118;http://dbpedia.org/ontology/PopulatedPlace;3141847;(no;inf)
228;http://xmlns.com/foaf/0.1/Agent;2939619;(no;inf)
1021;http://purl.org/ontology/mo/Performance;2314082;(no;inf)
1021;http://purl.org/ontology/mo/Performance;2314082;(with;inf)
1326;http://www.w3.org/2002/07/owl#Class;2285479;(no;inf)
171;http://purl.org/NET/c4dm/event.owl#Event;2276490;(no;inf)
1069;http://purl.org/ontology/bibo/Periodical;2021880;(with;inf)
268;http://purl.org/goodrelations/v1#ProductOrService;1922752;(with;inf)
159;http://dbpedia.org/ontology/Work;1876326;(with;inf)
159;http://dbpedia.org/ontology/Work;1872799;(no;inf)
160;http://schema.org/CreativeWork;1709194;(with;inf)
160;http://schema.org/CreativeWork;1698477;(no;inf)
267;http://schema.org/Product;1655838;(with;inf)
1069;http://purl.org/ontology/bibo/Periodical;1497935;(no;inf)
1352;http://swrc.ontoware.org/ontology#Person;1452038;(with;inf)
1352;http://swrc.ontoware.org/ontology#Person;1451951;(no;inf)
111;http://wikidata.dbpedia.org/resource/Q215627;1445104;(no;inf)
111;http://wikidata.dbpedia.org/resource/Q215627;1445104;(with;inf)
112;http://wikidata.dbpedia.org/resource/Q5;1445104;(no;inf)
112;http://wikidata.dbpedia.org/resource/Q5;1445104;(with;inf)
264;http://rdfs.org/sioc/ns#Post;1245116;(with;inf)
30;http://schema.org/AdministrativeArea;1217807;(with;inf)
17;http://d-nb.info/standards/elementset/gnd#CorporateBody;1200996;(with;inf)
17;http://d-nb.info/standards/elementset/gnd#CorporateBody;1109347;(no;inf)
103;http://schema.org/Organization;1044198;(with;inf)
1324;http://www.w3.org/2002/07/owl#Ontology;980579;(no;inf)
1324;http://www.w3.org/2002/07/owl#Ontology;980579;(with;inf)
29;http://dbpedia.org/ontology/AdministrativeRegion;925095;(with;inf)
29;http://dbpedia.org/ontology/AdministrativeRegion;924797;(no;inf)
30;http://schema.org/AdministrativeArea;905974;(no;inf)
102;http://dbpedia.org/ontology/Organisation;821228;(with;inf)
102;http://dbpedia.org/ontology/Organisation;819931;(no;inf)
103;http://schema.org/Organization;781269;(no;inf)
117;http://dbpedia.org/ontology/Wikidata:Q532;735062;(no;inf)
117;http://dbpedia.org/ontology/Wikidata:Q532;735062;(with;inf)
184;http://lsdis.cs.uga.edu/projects/semdis/opus#Article_in_Proceedings;613760;(no;inf)
184;http://lsdis.cs.uga.edu/projects/semdis/opus#Article_in_Proceedings;613760;(with;inf)
36;http://dbpedia.org/ontology/Album;575512;(no;inf)
36;http://dbpedia.org/ontology/Album;575512;(with;inf)
254;http://xmlns.com/foaf/0.1/Image;573450;(with;inf)
1339;http://www.w3.org/2006/vcard/ns#VCard;559569;(no;inf)
1339;http://www.w3.org/2006/vcard/ns#VCard;559569;(with;inf)
241;http://purl.org/rss/1.0/channel;546941;(no;inf)
241;http://purl.org/rss/1.0/channel;546941;(with;inf)
238;http://purl.org/vocab/frbr/core#Work;540139;(with;inf)
37;http://schema.org/MusicAlbum;529458;(no;inf)
37;http://schema.org/MusicAlbum;529458;(with;inf)
156;http://dbpedia.org/ontology/Village;490198;(no;inf)
156;http://dbpedia.org/ontology/Village;490198;(with;inf)
1347;http://www.aktors.org/ontology/portal#Organization;454113;(with;inf)
124;http://linkedgeodata.org/ontology/Restaurant;420956;(no;inf)
124;http://linkedgeodata.org/ontology/Restaurant;420956;(with;inf)
104;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson;414188;(with;inf)
254;http://xmlns.com/foaf/0.1/Image;386960;(no;inf)
182;http://lsdis.cs.uga.edu/projects/semdis/opus#Article;386481;(no;inf)
182;http://lsdis.cs.uga.edu/projects/semdis/opus#Article;386481;(with;inf)
1273;http://www.aktors.org/ontology/portal#Project;382785;(no;inf)
1273;http://www.aktors.org/ontology/portal#Project;382785;(with;inf)
55;http://dbpedia.org/ontology/City;381256;(no;inf)
55;http://dbpedia.org/ontology/City;381256;(with;inf)
56;http://schema.org/City;365174;(no;inf)
56;http://schema.org/City;365174;(with;inf)
104;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson;342486;(no;inf)
67;http://dbpedia.org/ontology/Event;330692;(with;inf)
67;http://dbpedia.org/ontology/Event;330606;(no;inf)
68;http://schema.org/Event;327984;(with;inf)
68;http://schema.org/Event;327832;(no;inf)
70;http://dbpedia.org/ontology/Film;317078;(no;inf)
70;http://dbpedia.org/ontology/Film;317078;(with;inf)
71;http://schema.org/Movie;296548;(no;inf)
71;http://schema.org/Movie;296548;(with;inf)
41;http://dbpedia.org/ontology/BodyOfWater;291627;(with;inf)
41;http://dbpedia.org/ontology/BodyOfWater;291042;(no;inf)
170;http://linkedevents.org/ontology/Event;290047;(with;inf)
42;http://schema.org/BodyOfWater;283137;(with;inf)
42;http://schema.org/BodyOfWater;283135;(no;inf)
261;http://rdfs.org/sioc/ns#User;270003;(no;inf)
261;http://rdfs.org/sioc/ns#User;270003;(with;inf)
43;http://dbpedia.org/ontology/Book;269350;(no;inf)
43;http://dbpedia.org/ontology/Book;269350;(with;inf)
45;http://schema.org/Book;262300;(no;inf)
45;http://schema.org/Book;262300;(with;inf)
201;http://swrc.ontoware.org/ontology#Organization;247802;(with;inf)
201;http://swrc.ontoware.org/ontology#Organization;247549;(no;inf)
264;http://rdfs.org/sioc/ns#Post;229857;(no;inf)
226;http://www.w3.org/2006/time#Instant;229104;(no;inf)
226;http://www.w3.org/2006/time#Instant;229104;(with;inf)
141;http://dbpedia.org/ontology/SportsEvent;219466;(with;inf)
141;http://dbpedia.org/ontology/SportsEvent;219389;(no;inf)
142;http://schema.org/SportsEvent;218615;(no;inf)
142;http://schema.org/SportsEvent;218615;(with;inf)
19;http://d-nb.info/standards/elementset/gnd#SubjectHeading;203800;(with;inf)
1347;http://www.aktors.org/ontology/portal#Organization;203218;(no;inf)
1325;http://www.w3.org/2000/01/rdf-schema#Class;202925;(no;inf)
253;http://purl.org/ontology/bibo/Image;194136;(with;inf)
147;http://dbpedia.org/ontology/Stream;181659;(with;inf)
147;http://dbpedia.org/ontology/Stream;181147;(no;inf)
126;http://dbpedia.org/ontology/River;179941;(no;inf)
126;http://dbpedia.org/ontology/River;179941;(with;inf)
161;http://eprints.org/ontology/Document;176586;(no;inf)
161;http://eprints.org/ontology/Document;176586;(with;inf)
127;http://schema.org/RiverBodyOfWater;173387;(no;inf)
127;http://schema.org/RiverBodyOfWater;173387;(with;inf)
18;http://xmlns.com/foaf/0.1/Organization;164175;(no;inf)
173;http://linkedgeodata.org/ontology/GraveYard;157284;(no;inf)
173;http://linkedgeodata.org/ontology/GraveYard;157284;(with;inf)
82;http://linkedgeodata.org/ontology/Hotel;155495;(no;inf)
82;http://linkedgeodata.org/ontology/Hotel;155495;(with;inf)
267;http://schema.org/Product;155305;(no;inf)
65;http://dbpedia.org/ontology/EducationalInstitution;134343;(with;inf)
65;http://dbpedia.org/ontology/EducationalInstitution;134018;(no;inf)
85;http://linkedgeodata.org/ontology/Island;127028;(no;inf)
85;http://linkedgeodata.org/ontology/Island;127028;(with;inf)
143;http://dbpedia.org/ontology/SportsTeam;126366;(with;inf)
143;http://dbpedia.org/ontology/SportsTeam;126352;(no;inf)
66;http://schema.org/EducationalOrganization;125560;(with;inf)
66;http://schema.org/EducationalOrganization;125559;(no;inf)
144;http://schema.org/SportsTeam;125005;(no;inf)
144;http://schema.org/SportsTeam;125005;(with;inf)
38;http://wikidata.dbpedia.org/resource/Q482994;123374;(no;inf)
38;http://wikidata.dbpedia.org/resource/Q482994;123374;(with;inf)
259;http://xmlns.com/foaf/0.1/Project;118058;(with;inf)
79;http://linkedgeodata.org/ontology/Hospital;117171;(no;inf)
79;http://linkedgeodata.org/ontology/Hospital;117171;(with;inf)
1356;http://usefulinc.com/ns/doap#Project;112666;(with;inf)
1356;http://usefulinc.com/ns/doap#Project;112639;(no;inf)
1269;http://www.aktors.org/ontology/portal#Journal;112183;(no;inf)
1269;http://www.aktors.org/ontology/portal#Journal;112183;(with;inf)
86;http://dbpedia.org/ontology/Lake;103699;(no;inf)
86;http://dbpedia.org/ontology/Lake;103699;(with;inf)
584;http://sw.opencyc.org/2008/06/10/concept/en/Thing;103340;(with;inf)
87;http://schema.org/LakeBodyOfWater;101775;(no;inf)
87;http://schema.org/LakeBodyOfWater;101775;(with;inf)
98;http://dbpedia.org/ontology/Mountain;100963;(no;inf)
98;http://dbpedia.org/ontology/Mountain;100963;(with;inf)
99;http://schema.org/Mountain;99146;(no;inf)
99;http://schema.org/Mountain;99146;(with;inf)
149;http://dbpedia.org/ontology/TelevisionEpisode;95595;(no;inf)
149;http://dbpedia.org/ontology/TelevisionEpisode;95595;(with;inf)
72;http://dbpedia.org/ontology/Wikidata:Q11424;87282;(no;inf)
72;http://dbpedia.org/ontology/Wikidata:Q11424;87282;(with;inf)
10;http://www.holygoat.co.uk/owl/redwood/0.1/tags/Tag;78634;(with;inf)
128;http://dbpedia.org/ontology/School;75561;(no;inf)
128;http://dbpedia.org/ontology/School;75561;(with;inf)
179;http://dbpedia.org/ontology/Scientist;72580;(no;inf)
179;http://dbpedia.org/ontology/Scientist;72580;(with;inf)
129;http://schema.org/School;69027;(no;inf)
129;http://schema.org/School;69027;(with;inf)
51;http://dbpedia.org/ontology/ChemicalSubstance;60674;(with;inf)
51;http://dbpedia.org/ontology/ChemicalSubstance;59720;(no;inf)
476;http://sw.opencyc.org/2008/06/10/concept/en/Individual;57157;(with;inf)
155;http://dbpedia.org/ontology/University;54521;(no;inf)
155;http://dbpedia.org/ontology/University;54521;(with;inf)
58;http://schema.org/CollegeOrUniversity;52661;(no;inf)
58;http://schema.org/CollegeOrUniversity;52661;(with;inf)
10;http://www.holygoat.co.uk/owl/redwood/0.1/tags/Tag;48614;(no;inf)
175;http://linkedgeodata.org/ontology/Library;48188;(no;inf)
175;http://linkedgeodata.org/ontology/Library;48188;(with;inf)
69;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event;45377;(no;inf)
69;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event;45377;(with;inf)
34;http://linkedgeodata.org/ontology/Airport;44084;(no;inf)
34;http://linkedgeodata.org/ontology/Airport;44084;(with;inf)
84;http://dbpedia.org/ontology/Island;43144;(with;inf)
84;http://dbpedia.org/ontology/Island;43141;(no;inf)
33;http://dbpedia.org/ontology/Airport;42929;(no;inf)
33;http://dbpedia.org/ontology/Airport;42929;(with;inf)
35;http://schema.org/Airport;41567;(no;inf)
35;http://schema.org/Airport;41567;(with;inf)
1073;http://umbel.org/umbel/sc/Person;40983;(no;inf)
1073;http://umbel.org/umbel/sc/Person;40983;(with;inf)
21;http://data.linkedct.org/vocab/resource/city;40758;(no;inf)
21;http://data.linkedct.org/vocab/resource/city;40758;(with;inf)
77;http://dbpedia.org/ontology/HistoricPlace;36050;(no;inf)
77;http://dbpedia.org/ontology/HistoricPlace;36050;(with;inf)
1270;http://swrc.ontoware.org/ontology#InCollection;32684;(no;inf)
1270;http://swrc.ontoware.org/ontology#InCollection;32684;(with;inf)
97;http://linkedgeodata.org/ontology/Monument;31770;(no;inf)
97;http://linkedgeodata.org/ontology/Monument;31770;(with;inf)
88;http://dbpedia.org/ontology/Language;29959;(no;inf)
88;http://dbpedia.org/ontology/Language;29959;(with;inf)
145;http://dbpedia.org/ontology/Stadium;29722;(no;inf)
145;http://dbpedia.org/ontology/Stadium;29722;(with;inf)
120;http://linkedgeodata.org/ontology/PowerStation;29699;(no;inf)
120;http://linkedgeodata.org/ontology/PowerStation;29699;(with;inf)
89;http://schema.org/Language;29475;(no;inf)
89;http://schema.org/Language;29475;(with;inf)
199;http://swrc.ontoware.org/ontology#Proceedings;29346;(no;inf)
199;http://swrc.ontoware.org/ontology#Proceedings;29346;(with;inf)
40;http://schema.org/StadiumOrArena;29288;(no;inf)
40;http://schema.org/StadiumOrArena;29288;(with;inf)
512;http://sw.opencyc.org/2008/06/10/concept/en/ObjectType;28921;(with;inf)
1338;http://www.w3.org/2006/vcard/ns#Kind;27120;(with;inf)
76;http://schema.org/LandmarksOrHistoricalBuildings;27084;(no;inf)
76;http://schema.org/LandmarksOrHistoricalBuildings;27084;(with;inf)
121;http://dbpedia.org/ontology/RadioStation;25816;(no;inf)
121;http://dbpedia.org/ontology/RadioStation;25816;(with;inf)
52;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject;25733;(no;inf)
52;http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject;25733;(with;inf)
568;http://sw.opencyc.org/2008/06/10/concept/en/StuffType;25435;(with;inf)
574;http://sw.opencyc.org/2008/06/10/concept/en/TemporalStuffType;25368;(with;inf)
576;http://sw.opencyc.org/2008/06/10/concept/en/TemporalThing;25106;(with;inf)
771;http://purl.org/ontology/bibo/Conference;24847;(no;inf)
771;http://purl.org/ontology/bibo/Conference;24847;(with;inf)
100;http://dbpedia.org/ontology/Museum;23785;(no;inf)
100;http://dbpedia.org/ontology/Museum;23785;(with;inf)
122;http://schema.org/RadioStation;23471;(no;inf)
122;http://schema.org/RadioStation;23471;(with;inf)
476;http://sw.opencyc.org/2008/06/10/concept/en/Individual;23071;(no;inf)
135;http://linkedgeodata.org/ontology/Mall;21957;(no;inf)
135;http://linkedgeodata.org/ontology/Mall;21957;(with;inf)
150;http://schema.org/TVEpisode;21711;(no;inf)
150;http://schema.org/TVEpisode;21711;(with;inf)
1030;http://purl.org/ontology/bibo/Newspaper;18827;(no;inf)
1030;http://purl.org/ontology/bibo/Newspaper;18827;(with;inf)
154;http://linkedgeodata.org/ontology/Theatre;18777;(no;inf)
154;http://linkedgeodata.org/ontology/Theatre;18777;(with;inf)
96;http://dbpedia.org/ontology/Monument;18702;(no;inf)
96;http://dbpedia.org/ontology/Monument;18702;(with;inf)
139;http://dbpedia.org/ontology/Song;18607;(no;inf)
139;http://dbpedia.org/ontology/Song;18607;(with;inf)
61;http://dbpedia.org/ontology/Country;18385;(no;inf)
61;http://dbpedia.org/ontology/Country;18385;(with;inf)
151;http://dbpedia.org/ontology/TelevisionStation;17543;(no;inf)
151;http://dbpedia.org/ontology/TelevisionStation;17543;(with;inf)
152;http://schema.org/TelevisionStation;17543;(no;inf)
152;http://schema.org/TelevisionStation;17543;(with;inf)
64;http://schema.org/Country;17249;(no;inf)
64;http://schema.org/Country;17249;(with;inf)
448;http://sw.opencyc.org/2008/06/10/concept/en/ExistingObjectType;17203;(with;inf)
231;http://purl.org/linked-data/cube#DataSet;16657;(with;inf)
231;http://purl.org/linked-data/cube#DataSet;16653;(no;inf)
265;http://webenemasuno.linkeddata.es/ontology/OPMO/Post;16248;(no;inf)
265;http://webenemasuno.linkeddata.es/ontology/OPMO/Post;16248;(with;inf)
101;http://schema.org/Museum;15974;(no;inf)
101;http://schema.org/Museum;15974;(with;inf)
140;http://schema.org/MusicRecording;15389;(no;inf)
140;http://schema.org/MusicRecording;15389;(with;inf)
146;http://linkedgeodata.org/ontology/Stadium;15100;(no;inf)
146;http://linkedgeodata.org/ontology/Stadium;15100;(with;inf)
321;http://umbel.org/umbel/ac/Artifact;14809;(no;inf)
321;http://umbel.org/umbel/ac/Artifact;14809;(with;inf)
530;http://sw.opencyc.org/2008/06/10/concept/en/PartiallyTangible;13816;(with;inf)
188;http://swrc.ontoware.org/ontology#Book;13772;(no;inf)
188;http://swrc.ontoware.org/ontology#Book;13772;(with;inf)
1084;http://sw.opencyc.org/2008/06/10/concept/en/Place;13482;(with;inf)
148;http://linkedgeodata.org/ontology/Stream;13226;(no;inf)
148;http://linkedgeodata.org/ontology/Stream;13226;(with;inf)
878;http://sw.opencyc.org/2008/06/10/concept/en/GeographicalRegion;13185;(with;inf)
266;http://www.w3.org/2000/10/swap/pim/contact#Person;12610;(no;inf)
75;http://dbpedia.org/ontology/HistoricBuilding;12187;(no;inf)
75;http://dbpedia.org/ontology/HistoricBuilding;12187;(with;inf)
1051;http://sw.opencyc.org/2008/06/10/concept/en/Organization;11654;(with;inf)
78;http://dbpedia.org/ontology/Hospital;11241;(no;inf)
78;http://dbpedia.org/ontology/Hospital;11241;(with;inf)
80;http://schema.org/Hospital;10776;(no;inf)
80;http://schema.org/Hospital;10776;(with;inf)
197;http://lsdis.cs.uga.edu/projects/semdis/opus#Proceedings;9900;(no;inf)
197;http://lsdis.cs.uga.edu/projects/semdis/opus#Proceedings;9900;(with;inf)
172;http://linkedgeodata.org/ontology/Cemetery;9866;(no;inf)
172;http://linkedgeodata.org/ontology/Cemetery;9866;(with;inf)
47;http://linkedgeodata.org/ontology/Canal;9741;(no;inf)
47;http://linkedgeodata.org/ontology/Canal;9741;(with;inf)
253;http://purl.org/ontology/bibo/Image;9381;(no;inf)
1346;http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/Offer;9335;(no;inf)
1346;http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/Offer;9335;(with;inf)
19;http://d-nb.info/standards/elementset/gnd#SubjectHeading;9290;(no;inf)
262;http://rdfs.org/sioc/ns#UserAccount;9242;(no;inf)
262;http://rdfs.org/sioc/ns#UserAccount;9242;(with;inf)
448;http://sw.opencyc.org/2008/06/10/concept/en/ExistingObjectType;9175;(no;inf)
468;http://sw.opencyc.org/2008/06/10/concept/en/GeographicalAgent;8905;(with;inf)
884;http://sw.opencyc.org/2008/06/10/concept/en/GeopoliticalEntity;8876;(with;inf)
450;http://sw.opencyc.org/2008/06/10/concept/en/FacetInstanceCollection;8762;(with;inf)
134;http://dbpedia.org/ontology/ShoppingMall;8731;(no;inf)
134;http://dbpedia.org/ontology/ShoppingMall;8731;(with;inf)
136;http://schema.org/ShoppingCenter;8352;(no;inf)
136;http://schema.org/ShoppingCenter;8352;(with;inf)
1316;http://purl.org/linguistics/gold/Language;8202;(no;inf)
1316;http://purl.org/linguistics/gold/Language;8202;(with;inf)
157;http://dbpedia.org/ontology/Website;7682;(no;inf)
157;http://dbpedia.org/ontology/Website;7682;(with;inf)
1083;http://umbel.org/umbel/sc/Place;7475;(no;inf)
1083;http://umbel.org/umbel/sc/Place;7475;(with;inf)
158;http://schema.org/WebPage;7373;(with;inf)
158;http://schema.org/WebPage;7329;(no;inf)
53;http://dbpedia.org/ontology/Church;7314;(no;inf)
53;http://dbpedia.org/ontology/Church;7314;(with;inf)
22;http://umbel.org/umbel/sc/City;7211;(no;inf)
22;http://umbel.org/umbel/sc/City;7211;(with;inf)
193;http://swrc.ontoware.org/ontology#PhDThesis;7084;(no;inf)
193;http://swrc.ontoware.org/ontology#PhDThesis;7084;(with;inf)
93;http://linkedgeodata.org/ontology/Lighthouse;6988;(no;inf)
93;http://linkedgeodata.org/ontology/Lighthouse;6988;(with;inf)
105;http://dbpedia.org/ontology/Painting;6869;(no;inf)
105;http://dbpedia.org/ontology/Painting;6869;(with;inf)
106;http://schema.org/Painting;6869;(no;inf)
106;http://schema.org/Painting;6869;(with;inf)
877;http://umbel.org/umbel/sc/GeographicalRegion;6843;(no;inf)
877;http://umbel.org/umbel/sc/GeographicalRegion;6843;(with;inf)
1342;http://dbpedia.org/ontology/Drug;6657;(no;inf)
1342;http://dbpedia.org/ontology/Drug;6657;(with;inf)
95;http://www.w3.org/2004/02/skos/core#OrderedCollection;6457;(no;inf)
95;http://www.w3.org/2004/02/skos/core#OrderedCollection;6457;(with;inf)
25;http://data.linkedct.org/vocab/resource/state;5936;(no;inf)
25;http://data.linkedct.org/vocab/resource/state;5936;(with;inf)
94;http://dbpedia.org/ontology/List;5892;(no;inf)
94;http://dbpedia.org/ontology/List;5892;(with;inf)
615;http://umbel.org/umbel/sc/Actor;5804;(no;inf)
615;http://umbel.org/umbel/sc/Actor;5804;(with;inf)
637;http://umbel.org/umbel/sc/Artist;5608;(no;inf)
637;http://umbel.org/umbel/sc/Artist;5608;(with;inf)
447;http://umbel.org/umbel/ac/ExistingObjectType;5592;(no;inf)
447;http://umbel.org/umbel/ac/ExistingObjectType;5592;(with;inf)
1315;http://d-nb.info/standards/elementset/gnd#Language;5453;(no;inf)
1315;http://d-nb.info/standards/elementset/gnd#Language;5453;(with;inf)
1019;http://sw.opencyc.org/2008/06/10/concept/en/Municipality;5386;(with;inf)
751;http://sw.opencyc.org/2008/06/10/concept/en/City;5385;(with;inf)
73;http://dbpedia.org/ontology/GovernmentAgency;5268;(no;inf)
73;http://dbpedia.org/ontology/GovernmentAgency;5268;(with;inf)
1238;http://umbel.org/umbel/sc/Village;5229;(no;inf)
1238;http://umbel.org/umbel/sc/Village;5229;(with;inf)
635;http://umbel.org/umbel/sc/ArtObject;5153;(no;inf)
635;http://umbel.org/umbel/sc/ArtObject;5153;(with;inf)
751;http://sw.opencyc.org/2008/06/10/concept/en/City;5152;(no;inf)
107;http://dbpedia.org/ontology/Park;5026;(no;inf)
107;http://dbpedia.org/ontology/Park;5026;(with;inf)
1258;http://web.resource.org/cc/Agent;4967;(no;inf)
1258;http://web.resource.org/cc/Agent;4967;(with;inf)
238;http://purl.org/vocab/frbr/core#Work;4943;(no;inf)
1050;http://umbel.org/umbel/sc/Organization;4900;(no;inf)
1050;http://umbel.org/umbel/sc/Organization;4900;(with;inf)
108;http://schema.org/Park;4870;(no;inf)
108;http://schema.org/Park;4870;(with;inf)
1343;http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/drugs;4772;(no;inf)
1343;http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/drugs;4772;(with;inf)
74;http://schema.org/GovernmentOrganization;4732;(no;inf)
74;http://schema.org/GovernmentOrganization;4732;(with;inf)
189;http://lsdis.cs.uga.edu/projects/semdis/opus#Book_Chapter;4718;(no;inf)
189;http://lsdis.cs.uga.edu/projects/semdis/opus#Book_Chapter;4718;(with;inf)
239;http://purl.org/net/opmv/ns#Agent;4714;(with;inf)
841;http://umbel.org/umbel/sc/Entertainer;4612;(no;inf)
841;http://umbel.org/umbel/sc/Entertainer;4612;(with;inf)
259;http://xmlns.com/foaf/0.1/Project;4484;(no;inf)
1341;http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/drugs;4308;(no;inf)
1341;http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/drugs;4308;(with;inf)
1345;http://www4.wiwiss.fu-berlin.de/dailymed/vocab/resource/class/Offer;4308;(no;inf)
1345;http://www4.wiwiss.fu-berlin.de/dailymed/vocab/resource/class/Offer;4308;(with;inf)
552;http://sw.opencyc.org/2008/06/10/concept/en/PropositionalConceptualWork;4207;(with;inf)
1267;http://web.resource.org/cc/Work;4155;(with;inf)
81;http://dbpedia.org/ontology/Hotel;4112;(no;inf)
81;http://dbpedia.org/ontology/Hotel;4112;(with;inf)
83;http://schema.org/Hotel;4112;(no;inf)
83;http://schema.org/Hotel;4112;(with;inf)
92;http://dbpedia.org/ontology/Lighthouse;4082;(no;inf)
92;http://dbpedia.org/ontology/Lighthouse;4082;(with;inf)
1267;http://web.resource.org/cc/Work;4017;(no;inf)
572;http://sw.opencyc.org/2008/06/10/concept/en/TemporalObjectType;3885;(with;inf)
27;http://dbpedia.org/ontology/Activity;3848;(no;inf)
27;http://dbpedia.org/ontology/Activity;3848;(with;inf)
119;http://dbpedia.org/ontology/PowerStation;3732;(no;inf)
119;http://dbpedia.org/ontology/PowerStation;3732;(with;inf)
268;http://purl.org/goodrelations/v1#ProductOrService;3581;(no;inf)
1018;http://umbel.org/umbel/sc/Municipality;3520;(no;inf)
1018;http://umbel.org/umbel/sc/Municipality;3520;(with;inf)
572;http://sw.opencyc.org/2008/06/10/concept/en/TemporalObjectType;3426;(no;inf)
90;http://dbpedia.org/ontology/Library;3392;(no;inf)
90;http://dbpedia.org/ontology/Library;3392;(with;inf)
91;http://schema.org/Library;3392;(no;inf)
91;http://schema.org/Library;3392;(with;inf)
1222;http://umbel.org/umbel/sc/Town;3311;(no;inf)
1222;http://umbel.org/umbel/sc/Town;3311;(with;inf)
1108;http://sw.opencyc.org/2008/06/10/concept/en/PublishedMaterial;3302;(with;inf)
780;http://umbel.org/umbel/sc/ControlledLand;3283;(no;inf)
780;http://umbel.org/umbel/sc/ControlledLand;3283;(with;inf)
430;http://sw.opencyc.org/2008/06/10/concept/en/ConventionalClassificationType;3097;(with;inf)
719;http://umbel.org/umbel/sc/Business;3088;(no;inf)
719;http://umbel.org/umbel/sc/Business;3088;(with;inf)
886;http://sw.opencyc.org/2008/06/10/concept/en/GeopoliticalRegion;3044;(no;inf)
886;http://sw.opencyc.org/2008/06/10/concept/en/GeopoliticalRegion;3044;(with;inf)
790;http://sw.opencyc.org/2008/06/10/concept/en/County;3012;(no;inf)
790;http://sw.opencyc.org/2008/06/10/concept/en/County;3012;(with;inf)
