1.0	16
0.9999	1
0.9961	1
0.9953	1
0.9916	1
0.9892	1
0.9862	1
0.9838	1
0.982	1
0.9814	1
0.9738	1
0.9709	1
0.9690000000000001	1
0.9683	1
0.9636	1
0.9586	1
0.9583	1
0.9578	1
0.9567	1
0.9566	1
0.9543	1
0.9504	1
0.9492	1
0.9484	1
0.9382	1
0.9353	1
0.9346	1
0.9309999999999999	1
0.92	1
0.9135	1
0.9125	1
0.9092	1
0.8983	1
0.8918	1
0.8541	1
0.8271	1
0.7328	1
0.7326	1
0.7068	1
0.6716	1
0.6633	1
0.6436	1
0.5112	1
0.5044	1
0.4961	1
0.4615	1
0.45	1
0.4241	1
0.317	1
0.3116	1
0.2998	1
0.2753	1
0.2271	1
0.2199	2
0.2144	1
0.1593	1
0.1564	1
0.1415	1
0.1372	1
0.1236	1
0.0678	1
0.0592	1
0.0533	1
0.0471	2
0.0333	1
0.0159	1
0.0119	1
0.0096	1
0.0055	1
0.0053	1
0.0016	1
0.0014	1
0.0005	1
0.0003	2
0.0001	5
0.0	645
