1.0	14
0.9965	1
0.9953	1
0.9915	1
0.9893	1
0.9862	1
0.9838	1
0.982	1
0.9814	1
0.9796	1
0.9738	1
0.9728	1
0.9690	1
0.9683	1
0.9655	1
0.9636	1
0.9586	1
0.9578	1
0.9572	1
0.9566	1
0.9538	1
0.9528	1
0.9504	1
0.9492	1
0.9382	1
0.9369	1
0.9353	1
0.9310	1
0.92	1
0.9135	1
0.9125	1
0.9092	1
0.8985	1
0.8983	1
0.8541	1
0.8271	1
0.6716	1
0.6464	1
0.6428	1
0.5112	1
0.4961	1
0.4615	1
0.45	1
0.4309	1
0.4177	1
0.3116	1
0.2753	1
0.2271	1
0.22	2
0.2144	1
0.1595	1
0.1564	1
0.1416	1
0.1373	1
0.125	1
0.1238	1
0.0533	1
0.0473	2
0.0333	1
0.0204	1
0.0159	1
0.0152	1
0.0096	1
0.0055	1
0.0053	1
0.0003	3
0.0002	1
0.0001	3
0.0	655
