1.0	60
0.9999	1
0.9962	1
0.9927	1
0.9916	1
0.9905	1
0.987	1
0.9847	1
0.9828	1
0.9747	1
0.9743	1
0.9737	1
0.9701	1
0.9632	1
0.9591	1
0.9589	1
0.9566	1
0.9544	1
0.95	1
0.945	1
0.9440000000000001	1
0.9434	1
0.9398	1
0.9389	1
0.9379	1
0.9354	1
0.9289	1
0.9203	1
0.9121	1
0.9024	1
0.9016	1
0.8876	1
0.8864	1
0.8809999999999999	1
0.875	1
0.8667	1
0.8571	2
0.8479	1
0.812	1
0.8059999999999999	1
0.8	3
0.7514	1
0.75	4
0.7292	1
0.7168	1
0.7143	3
0.7009	1
0.7006	1
0.6667	8
0.6456	1
0.6313	1
0.6	2
0.5927	1
0.5714	1
0.5562	1
0.5222	1
0.5	23
0.4918	1
0.4815	1
0.4444	1
0.4286	3
0.4209	1
0.4074	1
0.4	5
0.3889	1
0.3846	1
0.3768	1
0.375	1
0.3684	2
0.3641	1
0.3333	9
0.3299	2
0.321	1
0.3191	1
0.3171	1
0.3003	1
0.3	1
0.2899	1
0.2895	1
0.2857	3
0.2788	1
0.2655	1
0.2642	1
0.25	15
0.2451	1
0.2377	1
0.2344	1
0.2313	1
0.2308	1
0.2222	2
0.2162	1
0.2143	2
0.2128	1
0.2059	1
0.2019	1
0.2013	1
0.2	10
0.1935	1
0.1917	1
0.1915	1
0.1815	1
0.1724	1
0.1682	1
0.1667	4
0.1532	1
0.15	1
0.1463	1
0.1429	6
0.14	1
0.1347	1
0.1333	1
0.1316	2
0.1285	1
0.1277	1
0.1273	1
0.1262	2
0.1261	1
0.125	5
0.1238	1
0.1228	1
0.1111	4
0.1087	1
0.1071	1
0.1039	1
0.1034	2
0.1026	2
0.1024	1
0.1	1
0.09699999999999999	1
0.0945	1
0.0926	1
0.0909	3
0.0878	1
0.087	1
0.0851	1
0.0833	3
0.0769	3
0.0762	1
0.075	1
0.0741	1
0.0727	1
0.0721	1
0.0714	2
0.071	1
0.0667	2
0.0658	1
0.0656	1
0.0625	1
0.0615	1
0.0597	1
0.0596	1
0.0592	1
0.0588	2
0.0581	1
0.0567	1
0.0556	1
0.0543	1
0.0526	1
0.0524	1
0.0474	1
0.0463	1
0.0462	1
0.0455	1
0.0435	1
0.0432	1
0.0417	2
0.040999999999999995	1
0.04	1
0.0385	1
0.037000000000000005	1
0.0357	2
0.0345	2
0.0336	1
0.0319	1
0.0313	2
0.0312	1
0.0303	2
0.0288	1
0.0286	1
0.0276	1
0.0262	1
0.0247	1
0.0238	1
0.0235	1
0.023	2
0.0206	1
0.02	2
0.0175	2
0.016	1
0.0159	1
0.0155	1
0.0153	1
0.0152	1
0.0114	1
0.0113	1
0.0112	1
0.0111	1
0.011000000000000001	1
0.01	1
0.0099	1
0.0095	1
0.0091	1
0.0085	1
0.0084	1
0.0072	1
0.0062	1
0.0055	1
0.0043	1
0.0042	2
0.0034	1
0.003	1
0.0027	1
0.0026	1
0.0023	1
0.0021	1
0.0019	1
0.0017	2
0.0016	2
0.0015	1
0.0014	2
0.0012	2
0.001	2
0.0008	1
0.0007	4
0.0006	3
0.0005	1
0.0004	1
0.0003	4
0.0002	4
0.0001	11
0.0	309
